lon,lat,status
13.20788385,53.57699966,3
13.40919916,53.56298436,3
10.93449329,53.85457279,3
10.94282499,53.85277394,3
12.27754914,53.77082519,3
12.47581969,53.75889397,3
12.00344031,53.84096278,3
12.46727517,53.75853159,3
12.69232594,53.75723465,""
12.23786646,53.79284794,""
12.53788576,53.75458774,""
11.83169459,53.76996848,""
11.74891966,53.75961267,""
11.75879181,53.75522382,""
11.84394767,53.78011409,""
11.60238513,53.78502252,""
12.13731353,53.81629531,""
12.92544001,53.70368477,4
10.61484887,53.50971715,2
10.67055891,53.5645889,2
10.7442523,53.85527175,1
10.7442523,53.85527175,""
10.58729699,53.38216388,1
10.54732191,53.34325331,1
10.50983048,53.32002302,1
10.43636874,53.26770043,1
10.53232612,53.33393601,1
10.43545608,53.26695413,1
10.44989359,53.27875673,1
10.56275529,53.36714525,2
10.62093422,53.44936507,2
10.58464486,53.37702039,2
10.58099114,53.37354633,2
10.55037755,53.34514689,2
10.4717371,53.29641588,2
10.52020259,53.32644063,2
10.55913676,53.36535261,2
10.55504026,53.36252865,2
10.62413362,53.46946575,3
10.60716883,53.42187197,3
10.49716591,53.31218445,3
10.525067,53.32944851,3
10.58729699,53.38216388,1
10.58729699,53.38216388,1
10.56275529,53.36714525,2
10.62093422,53.44936507,2
10.58464486,53.37702039,2
10.58099114,53.37354633,2
10.56275529,53.36714525,2
10.62093422,53.44936507,2
10.58464486,53.37702039,2
10.58099114,53.37354633,2
10.62413362,53.46946575,3
10.60716883,53.42187197,3
10.62413362,53.46946575,3
10.60716883,53.42187197,3
10.41814974,53.24796006,1
10.87228176,53.17067499,1
10.88052195,53.17183543,2
10.76668873,53.16308477,2
10.5508047,53.19998696,2
10.42859946,53.22766713,2
10.42342692,53.23194192,2
10.68759509,53.17446792,2
11.05268642,53.12870168,2
10.42064409,53.23505707,2
10.87884766,53.1715997,2
10.78696855,53.1611375,2
10.67275813,53.18168089,2
10.54574346,53.20092475,2
10.76224486,53.16356435,2
10.97812637,53.15461019,2
10.41830427,53.25118146,3
